Min;3609.79;4138.65;2285.58;2746.19;1745.58
Max;4545.42;4492.46;4440.12;4527.7;4474.95
Open;4220.28;4492.46;4320.36;4510.05;4354.24
Fist;3857.65;4253.38;2404.64;2778.56;1872.74
