Min;1711.82;3903.12;814.949;2330.66;1570.85
Max;4440.12;4635.07;4527.7;4800.92;4599
Open;3933.73;4354.24;4337.27;4563.21;4563.21
Fist;1932.18;3980.1;854.059;2348.94;1646.24
