Min;2600.04;2358.13;1552.55;378.986;1237.8
Max;4763.56;4744.99;4726.49;4563.21;2911.9
Open;4744.99;4653.21;4563.21;4253.38;2900.55
Fist;2651.32;2630.69;1752.41;518.013;1441.5
