Min;3124.02;3857.65;1793.97;2822.31;1608.11
Max;4422.81;4617;4474.95;4671.42;4510.05
Open;4422.81;4617;4457.5;4653.21;4510.05
Fist;3124.02;3857.65;1793.97;2822.31;1608.11
