Timestamp;Thumb Bending;Index Bending;Middle Bending;Ring Bending;Pinky Bending
15: 43: 33.379;0.992157;0.541176;0;0;0.54902
15: 43: 33.379;0.345098;0.556863;0;0;0.584314
15: 43: 33.379;0.992157;0.541176;0;0;0.54902
15: 43: 33.380;0.992157;0.541176;0;0;0.54902
15: 43: 33.380;0.505882;0.541176;0;0;0.584314
15: 43: 33.380;0.580392;0.552941;0;0;0.54902
15: 43: 33.381;0.580392;0.552941;0;0;0.54902
15: 43: 33.381;0.670588;0.556863;0;0;0.701961
15: 43: 33.381;0.670588;0.556863;0;0;0.701961
15: 43: 33.382;0.0156863;0.545098;0;0;0.580392
15: 43: 33.382;0.364706;0.54902;0;0;0.580392
15: 43: 33.382;0.54902;0.560784;0;0;0.992157
15: 43: 33.383;0.0156863;0.545098;0;0;0.670588
15: 43: 33.383;0.0156863;0.545098;0;0;0.670588
15: 43: 33.383;0.992157;0.541176;0;0;0.0156863
15: 43: 33.384;0.992157;0.541176;0;0;0.0156863
15: 43: 33.384;0.345098;0.556863;0;0;0.54902
15: 43: 33.385;0.584314;0.545098;0;0;0.584314
15: 43: 33.395;0.584314;0.545098;0;0;0.584314
15: 43: 33.414;0.564706;0.537255;0;0;0.54902
15: 43: 33.433;0.364706;0.54902;0;0;0.584314
15: 43: 33.470;0.364706;0.54902;0;0;0.584314
15: 43: 33.470;0.701961;0.54902;0;0;0.670588
15: 43: 33.489;0.701961;0.54902;0;0;0.670588
15: 43: 33.507;0.564706;0.537255;0;0;0.584314
15: 43: 33.526;0.364706;0.54902;0;0;0.345098
15: 43: 33.545;0.364706;0.54902;0;0;0.345098
15: 43: 33.564;0.580392;0.552941;0;0;0.701961
15: 43: 33.582;0.505882;0.541176;0;0;0.345098
15: 43: 33.602;0.505882;0.541176;0;0;0.345098
15: 43: 33.639;0.580392;0.552941;0;0;0.580392
15: 43: 33.657;0.54902;0.560784;0;0;0.364706
15: 43: 33.676;0.0156863;0.545098;0;0;0.670588
15: 43: 33.695;0.0156863;0.545098;0;0;0.670588
15: 43: 33.714;0.364706;0.54902;0;0;0.701961
15: 43: 33.732;0.988235;0.560784;0;0;0.54902
15: 43: 33.751;0.988235;0.560784;0;0;0.54902
15: 43: 33.770;0.584314;0.545098;0;0;0.584314
15: 43: 33.789;0.584314;0.545098;0;0;0.584314
15: 43: 33.807;0.584314;0.545098;0;0;0.54902
15: 43: 33.826;0.670588;0.556863;0;0;0.584314
15: 43: 33.845;0.670588;0.556863;0;0;0.584314
15: 43: 33.864;0.584314;0.545098;0;0;0.54902
15: 43: 33.883;0.156863;0.537255;0;0;0.584314
15: 43: 33.901;0.156863;0.537255;0;0;0.584314
15: 43: 33.920;0.364706;0.54902;0;0;0.54902
15: 43: 33.958;0.54902;0.560784;0;0;0.584314
15: 43: 33.958;0.54902;0.560784;0;0;0.584314
15: 43: 33.976;0.0156863;0.545098;0;0;0.54902
15: 43: 33.995;0.0156863;0.545098;0;0;0.54902
15: 43: 34.014;0.701961;0.54902;0;0;0.584314
15: 43: 34.032;0.670588;0.556863;0;0;0.701961
15: 43: 34.051;0.670588;0.556863;0;0;0.701961
15: 43: 34.070;0.0156863;0.545098;0;0;0.701961
15: 43: 34.089;0.0156863;0.545098;0;0;0.701961
15: 43: 34.107;0.701961;0.54902;0;0;0.701961
15: 43: 34.126;0.54902;0.560784;0;0;0.670588
15: 43: 34.145;0.54902;0.560784;0;0;0.670588
15: 43: 34.164;0.0156863;0.545098;0;0;0.701961
15: 43: 34.182;0.0156863;0.545098;0;0;0.988235
15: 43: 34.201;0.0156863;0.545098;0;0;0.988235
15: 43: 34.220;0.345098;0.556863;0;0;0.584314
15: 43: 34.238;0.0156863;0.545098;0;0;0.988235
15: 43: 34.295;0.564706;0.537255;0;0;0.584314
15: 43: 34.314;0.564706;0.537255;0;0;0.584314
15: 43: 34.332;0.0156863;0.545098;0;0;0.584314
15: 43: 34.351;0.0156863;0.545098;0;0;0.584314
15: 43: 34.370;0.564706;0.537255;0;0;0.54902
15: 43: 34.388;0.580392;0.552941;0;0;0.584314
15: 43: 34.426;0.580392;0.552941;0;0;0.584314
15: 43: 34.445;0.992157;0.541176;0;0;0.988235
15: 43: 34.464;0.564706;0.537255;0;0;0.584314
15: 43: 34.482;0.580392;0.552941;0;0;0.54902
15: 43: 34.501;0.580392;0.552941;0;0;0.54902
15: 43: 34.520;0.992157;0.541176;0;0;0.584314
15: 43: 34.538;0.992157;0.541176;0;0;0.54902
15: 43: 34.557;0.992157;0.541176;0;0;0.54902
15: 43: 34.576;0.345098;0.556863;0;0;0.584314
15: 43: 34.595;0.345098;0.556863;0;0;0.584314
15: 43: 34.614;0.992157;0.541176;0;0;0.54902
15: 43: 34.632;0.505882;0.541176;0;0;0.584314
15: 43: 34.651;0.505882;0.541176;0;0;0.584314
15: 43: 34.670;0.580392;0.552941;0;0;0.54902
15: 43: 34.689;0.580392;0.552941;0;0;0.584314
15: 43: 34.707;0.580392;0.552941;0;0;0.584314
15: 43: 34.726;0.505882;0.541176;0;0;0.54902
15: 43: 34.745;0.505882;0.541176;0;0;0.54902
15: 43: 34.764;0.580392;0.552941;0;0;0.584314
